Wall time,Step,Value
1703708179.5093584,7649,0.0031422225292772055
1703708186.4076014,7699,0.0007853077840991318
1703708195.9128165,7749,0.00046489282976835966
1703708202.8421793,7799,0.0005810657166875899
1703708209.719455,7849,0.00043733976781368256
1703708216.5830126,7899,0.00048235352733172476
1703708223.464727,7949,0.00042238354217261076
1703708230.7334394,7999,0.0004961020313203335
1703708237.6087532,8049,0.00044282025191932917
1703708244.473452,8099,0.00042703584767878056
1703708251.3126683,8149,0.0005006481660529971
1703708258.1488805,8199,0.0003831265203189105
1703708265.3454905,8249,0.00037440424785017967
1703708272.2833245,8299,0.00032923498656600714
1703708279.1657119,8349,0.00044182848068885505
1703708286.0441716,8399,0.0003818876575678587
1703708292.91974,8449,0.00040590413846075535
1703708300.2038422,8499,0.0003759050741791725
1703708307.056726,8549,0.0003760323452297598
1703708313.8971624,8599,0.0004061634244862944
1703708320.7340138,8649,0.0003263795515522361
1703708327.5768185,8699,0.0003498409641906619
1703708334.8110595,8749,0.00044933686149306595
1703708341.6578517,8799,0.00036331554292701185
1703708348.5060866,8849,0.00027477109688334167
1703708355.4108772,8899,0.0003332416818011552
1703708362.1678643,8949,0.00031776822288520634
1703708369.453847,8999,0.0003530961403157562
1703708376.290951,9049,0.0002898579405155033
1703708383.1396282,9099,0.0003524213971104473
1703708389.9901102,9149,0.0002637005236465484
1703708396.8270714,9199,0.00030690981657244265
1703708403.6611543,9249,0.0003397603577468544
1703708410.871424,9299,0.00039060553535819054
1703708417.7188284,9349,0.0002614010882098228
1703708424.5545318,9399,0.0002749648119788617
1703708431.4125998,9449,0.0002949669724330306
1703708438.2547476,9499,0.000318527570925653
1703708445.4511945,9549,0.0003283748810645193
1703708452.3200583,9599,0.0002752889704424888
1703708459.193303,9649,0.0002764411619864404
1703708466.0602193,9699,0.00032092086621560156
1703708472.9179947,9749,0.0003274596529081464
1703708480.3794427,9799,0.0005491659394465387
1703708487.2565444,9849,0.00027229319675825536
1703708494.1461327,9899,0.0002887665468733758
1703708501.0193038,9949,0.0002599685685709119
1703708507.9088306,9999,0.00030757018248550594
1703708515.371899,10049,0.0002909915056079626
1703708522.513117,10099,0.00035380886401981115
1703708529.6540372,10149,0.00029715822893194854
1703708536.634203,10199,0.00042578784632496536
1703708543.6190727,10249,0.00033610485843382776
1703708552.7380545,10299,0.0003690616285894066
1703708559.5875914,10349,0.0002498319954611361
1703708566.4463813,10399,0.0002815149782691151
1703708573.282894,10449,0.0002521589049138129
1703708580.1212015,10499,0.0002249275567010045
1703708587.3681748,10549,0.0003657832567114383
1703708594.2149084,10599,0.00025836777058430016
1703708601.08182,10649,0.00024139153538271785
1703708607.9457433,10699,0.00023788469843566418
1703708614.7946498,10749,0.00029819997143931687
1703708621.9902165,10799,0.00028328291955403984
1703708628.8258076,10849,0.002318965969607234
1703708635.68589,10899,0.002626939909532666
1703708642.5261605,10949,0.0009197763283737004
1703708649.418127,10999,0.0006552158738486469
1703708656.3062098,11049,0.0006118934252299368
1703708663.5067816,11099,0.00048523940495215356
1703708670.3459008,11149,0.0004787878133356571
1703708677.1840637,11199,0.00040367202018387616
1703708684.0463614,11249,0.0003955171850975603
1703708690.9721792,11299,0.0003647443081717938
1703708698.5060403,11349,0.0003934572159778327
1703708705.3768673,11399,0.0003859564894810319
1703708712.2186487,11449,0.0003955013526137918
1703708719.1090496,11499,0.00032776486477814615
1703708725.9639568,11549,0.0003810273774433881
1703708733.2009733,11599,0.00032538818777538836
1703708740.0648026,11649,0.0003863076854031533
1703708746.9316988,11699,0.0002790566359180957
1703708753.8066483,11749,0.0002644583291839808
1703708760.6900027,11799,0.0003680680238176137
1703708768.0463305,11849,0.000318231905112043
1703708775.0306547,11899,0.0002797564084175974
1703708781.9168553,11949,0.0002435544301988557
1703708788.7768536,11999,0.00025217453367076814
1703708795.636057,12049,0.0002743930963333696
1703708802.8691509,12099,0.00028094989829696715
1703708809.7331553,12149,0.00026899625663645566
1703708816.5788476,12199,0.0003579460026230663
1703708823.4276083,12249,0.0002301550266565755
1703708830.276932,12299,0.00024381167895626277
1703708837.4747887,12349,0.00027006003074347973
1703708844.3485274,12399,0.00030512630473822355
1703708851.2027442,12449,0.0002442695840727538
1703708858.0678062,12499,0.00025610029115341604
1703708864.9234486,12549,0.00027494001551531255
1703708872.137636,12599,0.0002989784115925431
1703708878.9858668,12649,0.00027257896726951003
1703708885.8529844,12699,0.00030048677581362426
1703708892.7272615,12749,0.00029108181479386985
1703708899.6144285,12799,0.00027746346313506365
1703708906.4340866,12849,0.0003623163793236017
1703708915.9619315,12899,0.0002475495857652277
1703708922.8209214,12949,0.0002565044560469687
1703708929.7594264,12999,0.00022947497200220823
1703708936.6889536,13049,0.0002600052685011178
1703708943.6008027,13099,0.00020883414254058152
1703708951.0012443,13149,0.00025460764300078154
1703708957.987791,13199,0.00022000410535838455
1703708964.8781605,13249,0.00023427902488037944
1703708971.9144742,13299,0.00024467406910844147
1703708978.937779,13349,0.0002445273275952786
1703708986.2472172,13399,0.0002782774972729385
1703708993.275258,13449,0.0002956598764285445
1703709000.2185552,13499,0.0002486222074367106
1703709007.162368,13549,0.0002959085686597973
1703709014.0614145,13599,0.00021739023213740438
1703709021.3761775,13649,0.00023932666226755828
1703709028.252589,13699,0.00023204628087114543
1703709035.146886,13749,0.0002112032234435901
1703709042.050682,13799,0.00024444275186397135
1703709048.948138,13849,0.0014952868223190308
1703709056.295185,13899,0.00039060719427652657
1703709063.225763,13949,0.00032550535979680717
1703709070.1217656,13999,0.00031450320966541767
1703709077.1340613,14049,0.00032081539393402636
1703709084.1996574,14099,0.0002758025366347283
1703709091.6990445,14149,0.0003075723070651293
1703709098.6466084,14199,0.00021903069864492863
1703709105.658605,14249,0.00028899175231345
1703709112.573961,14299,0.0002788628335110843
1703709119.4327857,14349,0.000199246293050237
1703709126.6851282,14399,0.00030260850326158106
1703709133.5419638,14449,0.00021711939189117402
1703709140.4204931,14499,0.0002101079298881814
1703709147.2847414,14549,0.00026297965086996555
1703709154.160707,14599,0.0002540498971939087
1703709161.3928075,14649,0.0002545024617575109
1703709168.2533247,14699,0.0002639841113705188
1703709175.121627,14749,0.0002522929571568966
1703709181.9811416,14799,0.00020326441153883934
1703709188.8635697,14849,0.0002623246400617063
1703709195.7262845,14899,0.00024868804030120373
1703709202.997377,14949,0.0002548198390286416
1703709209.8600209,14999,0.00019191046885680407
1703709216.7396991,15049,0.00024205422960221767
1703709223.6071234,15099,0.00021821058180648834
1703709230.4670568,15149,0.00019454369612503797
1703709237.7095919,15199,0.00023428811982739717
1703709244.6619742,15249,0.00019088776025455445
1703709251.5779514,15299,0.0002464289136696607
1703709258.4639745,15349,0.00017919286619871855
1703709265.3507144,15399,0.00019132283341605216
1703709274.5938902,15449,0.0002947008179035038
1703709281.4661617,15499,0.00022934509615879506
1703709288.3593943,15549,0.00024017768737394363
1703709295.2405825,15599,0.0001914178574224934
1703709302.1224642,15649,0.0002184434124501422
1703709309.4829323,15699,0.00022607139544561505
1703709316.3748221,15749,0.00023195815447252244
1703709323.2526872,15799,0.0002436686772853136
1703709330.1264133,15849,0.0002294324222020805
1703709337.0098984,15899,0.0002269282122142613
1703709344.2700396,15949,0.00021748202561866492
1703709351.148746,15999,0.00017880611994769424
1703709358.018813,16049,0.0002002539549721405
1703709364.8815258,16099,0.00017215393017977476
1703709371.7741964,16149,0.00020492794283200055
1703709379.0825515,16199,0.00021351985924411565
1703709385.9611323,16249,0.0002016338985413313
1703709392.8354259,16299,0.00019945662643294781
1703709399.7204833,16349,0.00019711842469405383
1703709406.6153953,16399,0.00018014297529589385
1703709413.905732,16449,0.00020364869851619005
1703709420.7842495,16499,0.0002087459433823824
1703709427.6867418,16549,0.000187561716302298
1703709434.5731552,16599,0.0001921686198329553
1703709441.44596,16649,0.00020149133342783898
1703709448.4055133,16699,0.0001924469106597826
1703709455.79414,16749,0.00018568748782854527
1703709462.7496302,16799,0.00023945867724251002
1703709469.654841,16849,0.0002450736647006124
1703709476.5479772,16899,0.00019156686903443187
1703709483.4350355,16949,0.0001874518347904086
1703709490.7082946,16999,0.00021714712784159929
1703709497.6711009,17049,0.00018335034837946296
1703709504.529946,17099,0.00021901517175137997
1703709511.401605,17149,0.00020121113630011678
1703709518.2667022,17199,0.00023260006855707616
1703709525.5727422,17249,0.0001813918788684532
1703709532.4495835,17299,0.00021929545619059354
1703709539.3343372,17349,0.00018488685600459576
1703709546.2227187,17399,0.00020909786690026522
1703709553.1045742,17449,0.00017089211905840784
1703709560.4041526,17499,0.00017829409625846893
1703709567.2820451,17549,0.00019524387607816607
1703709574.183212,17599,0.00019373219402041286
1703709581.085953,17649,0.0001673928927630186
1703709587.994242,17699,0.00014983290748205036
1703709595.3193505,17749,0.0001587824517628178
1703709602.2579854,17799,0.00018395738152321428
1703709609.1709738,17849,0.00016645295545458794
1703709616.119848,17899,0.00017637018754612654
1703709623.0357506,17949,0.00017132028006017208
1703709632.6756308,17999,0.00018724922847468406
1703709639.685535,18049,0.0001805596984922886
1703709646.5926168,18099,0.00021110009402036667
1703709653.5096204,18149,0.000181846902705729
1703709660.3947353,18199,0.00018618143803905696
1703709667.6808424,18249,0.00018664932576939464
1703709674.5698225,18299,0.0001609788159839809
1703709681.4599957,18349,0.00015169075049925596
1703709688.3934855,18399,0.00018624628137331456
1703709695.269227,18449,0.00017457538342569023
1703709702.1552176,18499,0.00016782816965132952
1703709709.474247,18549,0.00013785403280053288
1703709716.3898785,18599,0.0001611107581993565
1703709723.272024,18649,0.00018017261754721403
1703709730.0898473,18699,0.00014883904077578336
1703709736.9613662,18749,0.0001725888141663745
1703709744.4049075,18799,0.000178778194822371
1703709751.3990035,18849,0.00017350242706015706
1703709758.2772264,18899,0.0001696713297860697
1703709765.1606076,18949,0.00017130044579971582
1703709772.091297,18999,0.0001781272003427148
1703709779.3449962,19049,0.00014532335626427084
1703709786.2237322,19099,0.00016569782746955752
1703709793.1302347,19149,0.0001682189613347873
1703709800.0294757,19199,0.00015369734319392592
1703709806.9270043,19249,0.0001511004811618477
1703709814.2615657,19299,0.00019185803830623627
1703709821.1974607,19349,0.00014866779383737594
1703709828.186586,19399,0.00020221156592015177
1703709835.0815701,19449,0.00016841961769387126
1703709841.9666646,19499,0.00021461374126374722
1703709849.2802136,19549,0.00015942062600515783
1703709856.1542952,19599,0.00017969457258004695
1703709863.0326786,19649,0.00016528954438399523
1703709870.0407953,19699,0.00017069197201635689
1703709877.1183045,19749,0.00015833255019970238
1703709884.5826178,19799,0.00014801269571762532
1703709891.499046,19849,0.0001499807258369401
1703709898.3929234,19899,0.00016291618521790951
1703709905.3296452,19949,0.00016733126540202647
1703709912.2643745,19999,0.00015112760593183339
1703709919.6842713,20049,0.00016196972865145653
1703709926.586226,20099,0.00018411203927826136
1703709933.5272586,20149,0.00017079531971830875
1703709940.4613104,20199,0.00018161901971325278
1703709947.351338,20249,0.00014264161291066557
1703709954.247137,20299,0.00014890008606016636
1703709961.5321183,20349,0.000154230379848741
1703709968.4569807,20399,0.00015345086285378784
1703709975.5720992,20449,0.00014198409917298704
1703709983.1995559,20499,0.00019698294636327773
1703709990.9697282,20549,0.0002049195027211681
1703710001.820543,20599,0.00014737485616933554
1703710009.6512077,20649,0.00016536279872525483
1703710017.211135,20699,0.00017977778043132275
1703710024.7530327,20749,0.00016490997222717851
1703710032.2951872,20799,0.00018390663899481297
1703710040.402986,20849,0.00011582611477933824
1703710048.0892937,20899,0.0001769307564245537
1703710055.8638716,20949,0.00014537296374328434
1703710063.4400966,20999,0.0001891295105451718
1703710070.9616544,21049,0.00016734031669329852
1703710078.9099934,21099,0.0001529918663436547
1703710086.3158062,21149,0.0001273194793611765
1703710093.739516,21199,0.0001408625248586759
1703710101.2686675,21249,0.00014531741908285767
1703710108.8973703,21299,0.00014080955588724464
1703710117.1210182,21349,0.00015531579265370965
1703710124.5941503,21399,0.00015713863831479102
1703710132.023434,21449,0.0001455583405913785
1703710139.5095463,21499,0.0001442461070837453
1703710146.949855,21549,0.00016262196004390717
1703710155.0200315,21599,0.00017632945673540235
1703710162.4887645,21649,0.00017058818775694817
1703710169.9204586,21699,0.00015604995132889599
1703710177.5081542,21749,0.00015817336679901928
1703710185.0162861,21799,0.00017197032866533846
1703710192.8792195,21849,0.00013477919856086373
1703710200.367548,21899,0.00013485293311532587
1703710208.0084262,21949,0.0001579855743329972
1703710215.5210896,21999,0.000138371397042647
1703710222.9317136,22049,0.00020031227904837579
1703710230.4365454,22099,0.0001489234418841079
1703710238.3974402,22149,0.0001336375717073679
1703710245.8409252,22199,0.00013264422887004912
1703710253.2600415,22249,0.00017191162623930722
1703710260.7047205,22299,0.0001544800034025684
1703710268.1210842,22349,0.00014985159214120358
1703710276.0576828,22399,0.00012926101044286042
1703710283.4290297,22449,0.00013694603694602847
1703710290.8251,22499,0.00013306945038493723
1703710298.202531,22549,0.0001442091743228957
1703710305.6757603,22599,0.00015598330355715007
1703710313.5431106,22649,0.00017406560073141009
1703710320.9100184,22699,0.00016964611131697893
1703710328.3062031,22749,0.0001535690389573574
1703710335.7172558,22799,0.00013567000860348344
1703710343.1672895,22849,0.0001415241276845336
1703710350.9902234,22899,0.00012630446872208267
1703710358.370611,22949,0.00015656805771868676
1703710365.8797536,22999,0.00013372091052588075
1703710373.281658,23049,0.0001363729388685897
1703710380.7012694,23099,0.00013915065210312605
1703710390.8336453,23149,0.0001312637614319101
1703710398.2635481,23199,0.00013230340846348554
1703710405.667175,23249,0.00014562382420990616
1703710413.0354807,23299,0.00013962162483949214
1703710420.394066,23349,0.0001781364408088848
1703710428.179315,23399,0.00012541205796878785
1703710435.5497315,23449,0.00014024374831933528
1703710442.9476352,23499,0.00012754491763189435
1703710450.3353589,23549,0.00015390230691991746
1703710457.7125766,23599,0.00014553667278960347
1703710465.5331583,23649,0.00014326869859360158
1703710472.9044158,23699,0.0001621937844902277
1703710480.3007817,23749,0.0001347328070551157
1703710487.6705415,23799,0.00016655772924423218
1703710495.0341895,23849,0.00015346067084465176
1703710502.5778568,23899,0.00012071319360984489
1703710510.5390368,23949,0.00011969250772381201
1703710518.0043647,23999,0.0001524909312138334
1703710525.4779105,24049,0.00014755225856788456
1703710532.9375315,24099,0.0001549236330902204
1703710540.5297225,24149,0.00013445473450701684
1703710548.472165,24199,0.00010853179264813662
1703710555.8728724,24249,0.00012108526425436139
1703710563.3643775,24299,0.0001464687957195565
1703710570.7279148,24349,0.00012542046897578984
1703710578.1819913,24399,0.00014054407074581832
1703710586.016553,24449,0.00014530950284097344
1703710593.8082316,24499,0.00014926615403965116
1703710601.5198915,24549,0.00015134034038055688
1703710609.3301773,24599,0.00013467030657920986
1703710617.1626918,24649,0.0001458899350836873
1703710625.3995776,24699,0.00013158173533156514
1703710633.0627294,24749,0.00015337065269704908
1703710640.6423814,24799,0.00014662311878055334
1703710648.1273725,24849,0.00013551622396335006
1703710655.651636,24899,0.00014558240945916623
1703710663.5996637,24949,0.00014300017210189253
1703710671.165817,24999,0.0001706145121715963
1703710678.5407379,25049,0.00012196202442282811
1703710685.9197857,25099,0.00013418331218417734
1703710693.290255,25149,0.00015244258975144476
1703710701.0837452,25199,0.00013936393952462822
1703710708.4689019,25249,0.00012603604409378022
1703710715.9232655,25299,0.00012327118020039052
1703710723.4117255,25349,0.00018326315330341458
1703710731.0094197,25399,0.00012355421495158225
1703710738.8479977,25449,0.00015630452253390104
1703710746.190055,25499,0.00013325794134289026
1703710753.564411,25549,0.00013616237265523523
1703710760.9291027,25599,0.0001632821949897334
1703710768.3582568,25649,0.00015708520368207246
1703710775.679019,25699,0.00021211626881267875
